category;english;Malay;Estonian;Finnish;Hungarian;Armenian;Bengali;Nepali;Japanese;Korean;Turkish;Yoruba;Basque;Swahili;Chinese
theatre;charge artist;artis caj;maksa kunstnik;lataa taiteilija;díjas művész;գանձապահին;চার্জ শিল্পী;चार्ज कलाकार;担当アーティスト;청구 작가;sanatçıya ücret;oludari alawoye;arduraduna artista;msanii wa malipo;充电艺术家
theatre;electrician;juruelektrik;elektrik;sähköasentaja;villanyszerelő;էլեկտրիկ;তাড়িতী;बिजुली;電気技師;전공;elektrikçi;ina mọnamọna;electrician;umeme;电工
theatre;front of house;depan rumah;maja ees;talon edusta;a ház előtt;տան դիմաց;ঘরে সামনে;घरको अगाडि;家の正面;집 앞;evin önü;iwaju ile;etxe aurrean;mbele ya nyumba;房子前方
theatre;master electrician;menguasai juruelektrik;kapten elektrik;päällikkö sähköasentaja;villanyszerelő;վարպետ էլեկտրիկ;মাস্টার ইলেকট্রিকিয়ান;मास्टर बिजुली;マスター電気技師;마스터 전기 기술자;usta elektrikçi;titunto si ina mọnamọna;elektrizitate masterra;bwana umeme;掌握电工
theatre;paint crew;krew cat;värvimeeskond;maalaus miehistö;festőszemélyzet;նկարչական անձնակազմը;পেইন্ট ক্রু;रंग चालक दल;ペイントクルー;페인트 대원;boya mürettebatı;awọn atuko ẹran;pintura tripulatzaile;wafanyakazi wa rangi;油漆队员
theatre;playbill writer;penulis buku playbill;näitleja kirjanik;playbill-kirjailija;playbill író;խաղացողի գրող;প্লেবিল লেখক;प्लेबिल लेखक;プレイリストライター;플레이 빌 작가;oyun yazarı yazarı;playbill onkqwe;playbill idazle;mwandishi wa kucheza;海报作家
theatre;publicist;publisiti;reklaamija;tiedottaja;publicista;հրապարակախոս;বিধিব্যবস্থালেখক;सार्वजनिक;広報者;홍보 담당자;politika yazarı;onisowo;publizistak;mtangazaji;公关
theatre;scenic artist;artis yang indah;maaliline kunstnik;luonnonkaunis taiteilija;színpadi művész;բեմական արվեստագետ;নাটুকে শিল্পী;प्राकृतिक कलाकार;風光明媚なアーティスト;아름다운 예술가;doğal sanatçı;ẹlẹrin iwo;artista eszeniko;msanii wa kisasa;风景画家
theatre;stage manager;pengurus peringkat;lavakunstnik;näyttämömestari;ügyelő;փուլային կառավարիչ;পর্যায় ম্যানেজার;चरण प्रबन्धक;舞台主任;무대 감독;sahne yönetmeni;oludari ipele;etapa kudeatzailea;meneja wa hatua;舞台监督
theatre;theatrical technician;juruteknik teater;teatri tehnik;teatteri teknikko;színházi technikus;թատերական տեխնիկ;থিয়েটারিক প্রযুক্তিবিদ;नाटकीय तकनीशियन;演劇技術者;연극 기술자;tiyatro teknisyeni;oniṣowo onírinrin;antzerki teknikaria;fundi wa maonyesho;戏剧技术员
theatre;technical director;pengarah teknikal;tehnikadirektor;tekninen johtaja;műszaki igazgató;տեխնիկական տնօրեն;প্রযুক্তিগত পরিচালক;प्राविधिक निर्देशक;技術指導者;기술 책임자;teknik direktör;oludari imọran;zuzendari teknikoa;mkurugenzi wa kiufundi;技术总监
theatre;stagehands;stagehands;stagehands;stagehands;színpadi munkások;աստիճանները;stagehands;stagehands;ステージハンズ;무대 감독;sahne görevlileri;awọn ipele ipele;stagehands;hatua za mafunzo;舞台工作人员
theatre;wardrobe supervisor;penyelia almari pakaian;garderoobi juhendaja;vaatekaappi ohjaaja;szekrény felügyelő;զգեստապահարան ղեկավար;পোশাক সুপারভাইজার;अलमारी पर्यवेक्षक;ワードローブ監督者;옷장 감독관;gardırop süpervizörü;aṣọ olutọju aṣọ;armairu-arduraduna;msimamizi wa wardrobe;衣柜主管
theatre;artistic director;pengarah artistik;kunstiline juht;taiteellinen johtaja;művészeti igazgató;գեղարվեստական ​​ղեկավար;শৈল্পিক পরিচালক;कलात्मक निर्देशक;アートディレクター;예술 감독;sanat yönetmeni;alakoso aworan;zuzendari artistikoa;mkurugenzi wa kisanii;艺术总监
theatre;managing director;pengarah urusan;tegevdirektor;toimitusjohtaja;vezérigazgató;գործադիր տնօրեն;পরিচালন অধিকর্তা;प्रबन्ध निर्देशक;取締役社長;매니 징 디렉터;genel müdür;alakoso ati oludari;zuzendari orokorra;mkurugenzi mkuu;常务董事
theatre;general manager;pengurus besar;üldjuht;pääjohtaja;vezérigazgató;գլխավոր տնօրեն;মহাব্যবস্থাপক;सामान्य प्रबन्धक;ゼネラルマネージャー;제너럴 매니저;genel müdür;eleto gbogbogbo;zuzendari nagusia;meneja mkuu;总经理
theatre;director of production;pengarah pengeluaran;tootmisjuht;tuotantojohtaja;gyártási igazgató;արտադրության տնօրեն;উৎপাদন পরিচালক;उत्पादनको निर्देशक;プロダクションディレクター;생산 책임자;üretim direktörü;oludari ti gbóògì;ekoizpen zuzendaria;mkurugenzi wa uzalishaji;生产总监
theatre;technical director;pengarah teknikal;tehnikadirektor;tekninen johtaja;műszaki igazgató;տեխնիկական տնօրեն;প্রযুক্তিগত পরিচালক;प्राविधिक निर्देशक;技術指導者;기술 책임자;teknik direktör;oludari imọran;zuzendari teknikoa;mkurugenzi wa kiufundi;技术总监
theatre;costume director;pengarah pakaian;kostüümikunstnik;pukusuunnittelija;jelmeztervező;կոստյումի տնօրեն;পরিচ্ছদ পরিচালক;पोशाक निर्देशक;コスチュームディレクター;의상 감독;kostüm direktörü;alakoso asoṣọ;jantzi zuzendaria;mkurugenzi wa nguo;服装总监
theatre;marketing director;pengarah pemasaran;turundusjuht;markkinointijohtaja;marketing igazgató;մարքեթինգի տնօրեն;বিপণন পরিচালক;व्यापार निर्देशक;マーケティングディレクター;마케팅 이사;pazarlama direktörü;oludari tita;marketineko zuzendaria;mkurugenzi wa masoko;营销总监
theatre;director of public relations;pengarah perhubungan awam;avalike suhete direktor;pr-johtaja;közönségkapcsolati igazgató;հասարակական կապերի տնօրեն;জনসাধারণের সম্পর্কের পরিচালক;सार्वजनिक सम्बन्धको निर्देशक;広報担当ディレクター;홍보 이사;halkla i̇lişkiler direktörü;oludari ti awọn ajọṣepọ ilu;harreman publikoen zuzendaria;mkurugenzi wa mahusiano ya umma;公关总监
theatre;director of audience services;pengarah perkhidmatan penonton;publiku teenistuse direktor;yleisöpalvelujen johtaja;a közönségszolgálat igazgatója;հանդիսատեսի ծառայությունների տնօրեն;শ্রোতা সেবা পরিচালক;दर्शक सेवाका निर्देशक;聴衆サービスのディレクター;청중 서비스 감독;izleyici hizmetleri direktörü;oludari ti awọn iṣẹ alagbọ;ikusleen zerbitzuen zuzendaria;mkurugenzi wa huduma za watazamaji;观众服务总监
theatre;director of development;pengarah pembangunan;arendusdirektor;kehitysjohtaja;fejlesztési igazgató;զարգացման գծով տնօրեն;উন্নয়ন পরিচালক;विकासको निर्देशक;開発責任者;발전 책임자;kalkınma direktörü;oludari idagbasoke;garapen zuzendaria;mkurugenzi wa maendeleo;发展总监
theatre;director of special events;pengarah acara khas;eriliste ürituste direktor;erityisten tapahtumien johtaja;rendezvények rendezője;հատուկ միջոցառումների տնօրեն;বিশেষ অনুষ্ঠানের পরিচালক;विशेष कार्यक्रमका निर्देशक;特別イベントのディレクター;특별 행사 책임자;özel olaylar direktörü;oludari ti awọn iṣẹlẹ pataki;ekitaldi berezien zuzendaria;mkurugenzi wa matukio maalum;特别活动的主任
theatre;dramaturg;dramaturg;dramaturg;dramaturgi;dramaturg;դրամատուրգ;dramaturg;dramaturg;ドラマタグ;극작가;dramaturg;iṣẹ-ṣiṣe;dramaturg;dramaturg;戏剧顾问
theatre;literary manager;pengurus sastera;kirjandusjuht;kirjallisuudenhoitaja;irodalmi vezető;գրական մենեջեր;সাহিত্য ব্যবস্থাপক;साहित्यिक प्रबन्धक;文学的マネージャー;문학 관리자;edebi müdür;oluṣakoso kika;literatur kudeatzailea;meneja wa fasihi;文学经理
theatre;company manager;pengurus syarikat;ettevõtte juht;yrityksen johtaja;cég menedzser;ընկերության ղեկավար;কোম্পানির ব্যবস্থাপক;कम्पनी प्रबन्धक;会社のマネージャー;회사 매니저;şirket yöneticisi;oluṣakoso ile-iṣẹ;enpresako zuzendaria;meneja wa kampuni;公司经理
theatre;house manager;pengurus rumah;majajuht;päällikkö;házigazda;տնային կառավարիչ;হাউস ম্যানেজার;घर प्रबन्धक;ハウスマネージャー;주택 관리자;ev yöneticisi;oluṣakoso ile;etxea kudeatzailea;meneja wa nyumba;房子经理
theatre;usher;usher;usher;vahtimestari;jegyszedő;երեխա;নকীব;उहा;案内人;수위;yer gösterici;usher;usher;tumia;招待员
theatre;ticketing agent;ejen tiket;piletimüügiagent;lipputoimisto;ticketing ügynök;տոմսարկղի գործակալ;টিকিট এজেন্ট;टिकट एजेन्सी;発券代理店;발권 대리인;bilet ajan;tikẹti tiketi tikẹti;txartel-agentea;wakala wa tiketi;票务代理
theatre;janitor;janitor;majahoidja;talonmies;gondnok;պահակախումբ;তত্ত্বাবধায়ক;janitor;管理人;관리인;kapıcı;janitor;janitor;mtunzaji;门警
theatre;stage crew;kru panggung;etapiviisiline meeskond;vaiheen miehistö;színpadi személyzet;բեմական անձնակազմը;নাট্য কর্মী;चरण चालक दल;ステージクルー;무대 승무원;sahne ekibi;ipele atokọ;etapa taldea;wafanyakazi wa ngazi;舞台剧组
theatre;grips;genggaman;käepidemed;kahvat;markolatok;բռնակներ;বাণিজ্য;grips;グリップ;그립;kulplar;grips;kirtenak;huwa;交手
theatre;call boy;budak lelaki;kõne poiss;soittaa pojalle;hívj fiút;զանգահարեք տղային;কল ছেলে;बुबालाई कल गर्नुहोस्;男の子に電話する;남창;çağrı çocuğu;pe ọmọkunrin;deitu boy;wito mvulana;仆役
writing;author;pengarang;autor;kirjailija;szerző;հեղինակ;লেখক;लेखक;著者;저자;yazar;onkowe;egileak;mwandishi;作者
writing;blogger;blogger;blogger;bloggaaja;blogger;բլոգեր;ব্লগার;ब्लगर;ブロガー;블로거;blogger;blogger;blogger;blogger;博客
writing;book coach;jurulatih buku;raamatu treener;kirjan valmentaja;könyv edző;գրքի մարզիչ;বই কোচ;पुस्तक कोच;本コーチ;책 코치;kitap koçu;iwe kọni;liburu entrenatzailea;kocha wa kitabu;书教练
writing;commissioning editor;pentauliahan editor;tellimuse toimetaja;käyttöönottoeditori;üzembe helyező szerkesztő;հանձնարարական խմբագիր;সম্পাদক সম্পাদক;कमीशन सम्पादक;コミッショニングエディタ;커미셔닝 에디터;editör devreye alma;alakoso igbimọ;batzorde editorea;kuwaagiza mhariri;调试编辑器
writing;copy editor;copy editor;koopia toimetaja;kopioi editori;másolás szerkesztő;պատճենը խմբագիր;কপি সম্পাদক;प्रतिलिपि सम्पादक;コピーエディター;사본 편집기;kopyalama editörü;daakọ olootu;kopiatu editorea;nakala ya mhariri;复制编辑器
writing;creative consultant;perunding kreatif;loominguline konsultant;luova konsultti;kreatív tanácsadó;ստեղծագործական խորհրդատու;সৃজনশীল পরামর্শদাতা;रचनात्मक सल्लाहकार;創造的なコンサルタント;창조적 컨설턴트;yaratıcı danışman;onimọran aladaniran;sormen aholkularia;mshauri wa ubunifu;创意顾问
writing;dog writer;penulis anjing;koera kirjanik;koiran kirjailija;kutya író;շուն գրող;কুকুর লেখক;कुकुर लेखक;犬の作家;개 작가;köpek yazarı;onkowe aja;txakur idazlea;mwandishi wa mbwa;狗作家
writing;freelancer;freelancer;vabakutseline;freelancer;szabadúszó;ֆրենդեր;ফ্রীলান্সার;स्वतन्त्रता;フリーランサー;프리랜서;bağımsız yazar;freelancer;autonomoa;freelancer;自由职业者
writing;ghostwriter;penulis hantu;ghostwriter;haamukirjoittaja;szellemíró;լրագրող, ով գրում է դեղին մամուլի համար;ঘোস্টরাইটার;भूत लेखक;ゴーストライター;유령 작가;hayalet yazıcı;ghostwriter;ghostwriter;mtunzi wa roho;代笔
writing;griot;griot;kallis;griot;griot;griot;griot;griot;グリオット;그리오트;griot;griot;griot;griot;griot公司
writing;hack writer;penulis hack;hack kirjanik;hakkeri kirjailija;írói napszámos;հակեր գրող;লেখক হ্যাক;हैक लेखक;ハックライター;핵 작가;yazar kesmek;olokiki onkowe;hack idazlea;hack mwandishi;黑客作家
writing;infopreneur;infopreneur;infoproneur;infopreneur;infopreneur;infopreneur;infopreneur;infopreneur;インフォスプラー;정보 수집가;infopreneur;infopreneur;infopreneur;infopreneur;的infopreneur
writing;journalist;wartawan;ajakirjanik;toimittaja;újságíró;լրագրող;সাংবাদিক;पत्रकार;ジャーナリスト;기자;gazeteci;onise iroyin;kazetari;mwandishi wa habari;记者
writing;literary editor;editor sastera;kirjanduslik toimetaja;kirjallisuuden toimittaja;irodalmi szerkesztő;գրական խմբագիր;সাহিত্য সম্পাদক;साहित्यिक सम्पादक;文学編集者;문학 편집인;edebi editör;olootu itọnisọna;literatur editorea;mhariri wa maandishi;文学编辑
writing;manuscript format;format manuskrip;käsikirjas formaadis;käsikirjoitusformaatti;kézirat formátumban;ձեռագիր ձեւաչափով;পাণ্ডুলিপি ফরম্যাট;पांडुलिपि ढाँचा;原稿フォーマット;원고 형식;el yazması biçimi;iwe afọwọkọ;eskuz idatzitako formatua;muundo wa maandishi;手稿格式
writing;medical writing;penulisan perubatan;meditsiiniline kirjutamine;lääketieteellinen kirjoittaminen;orvosi írás;բժշկական գրականություն;চিকিৎসা লেখা;चिकित्सा लेखन;医学書;의학 서적;tıbbi yazı;iwe-iwosan;idazkera medikoa;kuandika matibabu;医学写作
writing;poet;penyair;luuletaja;runoilija;költő;բանաստեղծ;কবি;कवि;詩人;시인;şair;akewi;poeta;mshairi;诗人
writing;polygraph;polygraph;poligraafia;polygraph;poligráf;պոլիգրաֆիա;পলিগ্রাফ;polygraph;ポリグラフ;등사;yalan makinesi;polygraph;polygraph;polygrafu;测谎器
writing;review;kajian semula;läbi vaadata;arvostelu;felülvizsgálat;վերանայում;পর্যালোচনা;समीक्षा;レビュー;리뷰;gözden geçirmek;atunyẹwo;berrikuspena;tathmini;评论
writing;screenwriter;penulis skrin;stsenarist;käsikirjoittaja;forgatókönyvíró;սցենարիստ;চিত্রনাট্যকার;स्क्रिप्टलेखक;脚本家;시나리오 작가;senaryo yazarı;onisewewe;gidoilari;mwandishi wa skrini;编剧
writing;scribe;penulis;kirjutaja;kirjuri;írnok;գրագիր;লেখক;श्रोता;スクライブ;학자;çizici;akọwe;eskribau;mwandishi;隶
writing;script coordinator;penyelaras skrip;skripti koordinaator;kirjoituskoordinaattori;szkript koordinátor;սցենարի համակարգող;স্ক্রিপ্ট সমন্বয়কারী;स्क्रिप्ट समन्वयक;スクリプトコーディネータ;스크립트 코디네이터;senaryo koordinatörü;alakoso akosile;script koordinatzailea;mratibu wa script;脚本协调员
writing;script doctor;doktor skrip;skriptiarst;skripti lääkäri;szkript orvos;սցենարի բժիշկ;স্ক্রিপ্ট ডাক্তার;लिपि डाक्टर;スクリプト医;대본 의사;senaryo doktoru;akosile akosile;script medikua;daktari wa script;脚本医生
writing;scrivener;scrivener;scrivener;scrivener;írnok;քրեակատար;মুনশি;scrivener;書記官;공증인;arzuhalci;scrivener;scrivener;scrivener;代书
writing;speechwriter;penyampai;kõneprinter;puheenkirjoittajansa;beszédírója;երգչուհի;speechwriter;भाषणलेख;スピーチライター;연설문 작성자;speechwriter;ọrọ ti n sọrọ;speechwriter;mwandishi wa habari;演讲稿
writing;staff writer;penulis kakitangan;personali kirjanik;henkilöstön kirjoittaja;személyzeti író;աշխատակազմի գրող;কর্মী লেখক;कर्मचारी लेखक;スタッフライター;직원 작가;çalışan yazar;onkqwe osise;langileen idazlea;mwandishi wa wafanyakazi;职员作家
writing;technical writer;penulis teknikal;tehniline kirjanik;tekninen kirjoittaja;műszaki író;տեխնիկական գրող;কৌশলী লেখক;प्राविधिक लेखक;テクニカルライター;기술 작가;teknik yazar;onkowe imọ;idazle teknikoa;mwandishi wa kiufundi;技术文件撰稿人
writing;website content writer;penulis kandungan laman web;veebisaidi sisu autor;sivuston sisällöntuottaja;weboldal tartalom író;կայքի բովանդակության գրող;ওয়েবসাইট কন্টেন্ট লেখক;वेबसाइट सामग्री लेखक;ウェブサイトのコンテンツライター;웹 사이트 콘텐츠 작가;web sitesi içerik yazarı;aaye akọọlẹ aaye ayelujara;webguneko edukien idazle;mwandishi wa maudhui ya tovuti;网站内容作家
writing;writer;penulis;kirjanik;kirjailija;író;գրող;লেখক;लेखक;ライター;작가;yazar;onkqwe;idazleak;mwandishi;作家
