POS	ID	PosScore	NegScore	SynsetTerms	Gloss
a	00051373	0.375	0.25	up_to#2 equal_to#1 capable#4 adequate_to#1	having the requisite qualities for; "equal to the task"; "the work isn't up to the standard I require"
a	00051571	0.25	0	competent#2	adequate for the purpose; "a competent performance"
a	00051696	0	0.5	unequal#2 inadequate#1	lacking the requisite qualities or resources to meet a task; "inadequate training"; "the staff was inadequate"; "she was unequal to the task"
a	00052012	0	0.625	wanting#2 lacking#1 deficient#1	inadequate in amount or degree; "a deficient education"; "deficient in common sense"; "lacking in stamina"; "tested and found wanting"
a	00052246	0	0.25	unequal_to#1 incompetent#5 incapable#4	not meeting requirements; "unequal to the demands put upon him"
a	00052431	0	0.75	understaffed#1 undermanned#1 short-staffed#1 short-handed#1	inadequate in number of workers or assistants etc.; "they're rather short-handed at the moment"; "overcrowded and understaffed hospitals"
a	00052672	0.25	0.5	adhesive#1	tending to adhere
a	00053032	0	0	adherent#1	sticking fast
a	00053154	0	0	agglutinative#2 agglutinate#1	united as if by glue
a	00053248	0.25	0	bondable#2	capable of holding together or cohering; as particles in a mass
a	00053384	0	0	tenacious#3 coherent#4	sticking together; "two coherent sheets"; "tenacious burrs"
a	00053564	0	0.5	cohesive#1	causing cohesion; "a cohesive agent"
a	00053691	0	0	viscous#2 viscid#1 sticky#1 pasty#2 mucilaginous#1 gummy#1 glutinous#1 gluey#1	having the sticky properties of an adhesive
a	00054109	0	0	icky#2 gooey#1	soft and sticky
a	00054201	0	0	gum-like#1	resembling chewing gum
a	00054278	0	0.25	gummy#2 gummed#1	covered with adhesive gum
a	00054364	0	0	tarry#1 resiny#1 resinous#1 pitchy#2	having the characteristics of pitch or tar
a	00054541	0	0.5	self-sealing#2	seals without the application of moisture; "self-sealing envelopes"
a	00054667	0	0.5	stick-on#1	of something (a paper label or postage stamp) gummed in advance; "stick-on labels"
a	00054804	0	0	sticky#5	covered with an adhesive material
a	00054908	0	0.75	nonadhesive#1	not tending to adhere
a	00055041	0	0.625	nonviscid#1 nonglutinous#1	not resembling glue in texture
a	00055142	0	0.5	nonresiny#1 nonresinous#1 non-resiny#1 non-resinous#1	not having resin
a	00055256	0	0.75	ungummed#1	not treated with adhesive gum
a	00055340	0	0	procedural#2 adjective#2	relating to court practice and procedure as opposed to the principles of law; "adjective law"
a	00055539	0.125	0	substantive#2 essential#5	defining rights and duties as opposed to giving the rules by which rights and duties are established; "substantive law"
a	00055765	0.75	0	adoptable#1	suitable or eligible for adoption; "a shortage of adoptable babies"
a	00055906	0	0	unadoptable#1	difficult to place in an adoptive home
a	00056002	0.375	0	decorated#1 adorned#1	provided with something intended to increase its beauty or distinction
a	00056660	0	0.375	spangly#1 spangled#1 sequined#1 jewelled#1 jeweled#1 gemmed#1 beady#2	covered with beads or jewels or sequins
a	00056849	0	0.5	bedaubed#1	ornamented in a vulgar or showy fashion
a	00056943	0	0.25	spectacled#1 monocled#1 bespectacled#1	wearing, or having the face adorned with, eyeglasses or an eyeglass; "a bespectacled grandmother"; "the monocled gentleman"
a	00057149	0	0	raised#2 embossed#1 brocaded#1	embellished with a raised pattern created by pressure or embroidery; "brocaded silk"; "an embossed satin"; "embossed leather"; "raised needlework"; "raised metalwork"
a	00057390	0	0.125	buttony#2	ornamented with many buttons
a	00057490	0	0	carbuncled#2	set with carbuncles
a	00057566	0	0	cloisonne#1 champleve#1	(for metals) having areas separated by metal and filled with colored enamel and fired
a	00057737	0	0	tinselly#1 tinseled#1 clinquant#1	glittering with gold or silver
a	00057881	0	0.25	plumed#3 crested#3	(of a knight's helmet) having a decorative plume
a	00057992	0	0	tufted#3 topknotted#1 crested#2	(of a bird or animal) having a usually ornamental tuft or process on the head; often used in combination; "golden crested"; "crested iris"; "crested oriole"; "tufted duck"; "tufted loosestrife"
a	00058280	0	0	crested#1	bearing an heraldic device
a	00058379	0	0	crocketed#1	(of a gable or spire) furnished with a crocket (an ornament in the form of curved or bent foliage); "a crocketed spire"
a	00058554	0	0.125	plumy#3 feathery#3 feathered#1	adorned with feathers or plumes
a	00058696	0	0.125	ruffled#2 frilly#1 frilled#1	having decorative ruffles or frills
a	00058822	0	0.125	fringed#2	having a decorative edging of hanging cords or strips
a	00058929	0.125	0	gilt-edged#2	having gilded edges as the pages of a book
a	00059028	0	0.125	inflamed#3	adorned with tongues of flame
a	00059131	0	0.125	inlaid#1	adorned by inlays
a	00059201	0	0	inwrought#1	having a decorative pattern worked or woven in; "an inwrought design"
a	00059326	0	0	tessellated#2	decorated with small pieces of colored glass or stone fitted together in a mosaic; "a tessellated pavement"
a	00059491	0	0.25	mounted#2	decorated with applied ornamentation; often used in combination; "the trim brass-mounted carbine of the ranger"- F.V.W.Mason
a	00059669	0	0.125	wainscoted#1 paneled#1	fitted or decorated with panels or wainscoting
a	00059782	0	0.375	studded#1	dotted or adorned with or as with studs or nailheads; usually used in combination; "star-studded heavens"; "diamond-studded belt"
a	00059965	0	0.125	tapestried#1	hung or decorated with tapestry
a	00060053	0	0.125	tasselled#1 tasseled#1	fringed or adorned with tassels
a	00060151	0	0.125	tricked-out#1	decorated in a particular way; "tricked-out cupboards looking like Georgian cabinets"
a	00060294	0	0.125	tufted#2	having or adorned with tufts; "a tufted bedspread"
a	00060397	0.25	0.625	undecorated#1 unadorned#1	not decorated with something to increase its beauty or distinction
a	00060605	0.125	0.25	unornamented#1 unembellished#1 spare#6 plain#6 bare#10	lacking embellishment or ornamentation; "a plain hair style"; "unembellished white walls"; "functional architecture featuring stark unornamented concrete"
a	00060875	0.375	0.375	untufted#1	not adorned with tufts; "untufted ears"
a	00060969	0	0	cholinergic#1	releasing or activated by acetylcholine or a related compound
a	00061088	0	0	anticholinergic#1	inhibiting or blocking the action of acetylcholine at a receptor site; "anticholinergic drugs"
a	00061262	0.25	0	adroit#1	quick or skillful or adept in action or thought; "an exceptionally adroit pianist"; "an adroit technician"; "his adroit replies to hecklers won him many followers"; "an adroit negotiator"
a	00061664	0.625	0	neat#4 clean#17	free from clumsiness; precisely or deftly executed; "he landed a clean left on his opponent's cheek"; "a clean throw"; "the neat exactness of the surgeon's knife"
a	00061885	0.625	0	ingenious#1 cunning#3 clever#3	showing inventiveness and skill; "a clever gadget"; "the cunning maneuvers leading to his success"; "an ingenious solution to the problem"
a	00062152	0	0	coordinated#2 co-ordinated#3	being dexterous in the use of more than one set of muscle movements; "she was usually good with her hands and well coordinated"- Mary McCarthy
a	00062367	0.25	0.25	dextrous#1 dexterous#1 deft#1	skillful in physical movements; especially of the hands; "a deft waiter"; "deft fingers massaged her face"; "dexterous of hand and inventive of mind"
a	00062626	0.25	0	handy#3	skillful with the hands; "handy with an axe"
a	00062740	0	0	nimble-fingered#1 light-fingered#1	having nimble fingers literally or figuratively; especially for stealing or picking pockets; "a light-fingered burglar who can crack the combination of a bank vault"- Harry Hansen; "the light-fingered thoughtfulness...of the most civilized playwright of the era"- Time
a	00063087	0.5	0	quick-witted#1	mentally nimble and resourceful; "quick-witted debater"; "saved an embarrassing situation with quick-witted tact"
a	00063277	0.25	0.375	maladroit#1	not adroit; "a maladroit movement of his hand caused the car to swerve"; "a maladroit translation"; "maladroit propaganda"
a	00063563	0.125	0.75	left-handed#6 heavy-handed#1 handless#2 ham-handed#1 ham-fisted#1 butterfingered#1 bungling#2 bumbling#1	lacking physical movement skills, especially with the hands; "a bumbling mechanic"; "a bungling performance"; "ham-handed governmental interference"; "could scarcely empty a scuttle of ashes, so handless was the poor creature"- Mary H. Vorse
a	00063953	0.5	0.125	tactless#2 inept#3	revealing lack of perceptiveness or judgment or finesse; "an inept remark"; "it was tactless to bring up those disagreeable"
a	00064176	0.125	0.375	uncoordinated#2	lacking the skillful and effective interaction of muscle movements; "his movements are uncoordinated"; "an uncoordinated toddler"
a	00064365	0	0.25	unmechanical#1 nonmechanical#2	(of a person) lacking mechanical skills
a	00064479	0.625	0	advantageous#1	giving an advantage; "a contract advantageous to our country"; "socially advantageous to entertain often"
a	00064787	0.625	0	good#5 beneficial#1	promoting or enhancing well-being; "an arms limitation agreement beneficial to all countries"; "the beneficial effects of a temperate climate"; "the experience was good for her"
a	00065064	0.75	0	positive#3 plus#2	involving advantage or good; "a plus (or positive) factor"
a	00065184	0.125	0.25	preferential#1 discriminatory#4	manifesting partiality; "a discriminatory tax"; "preferential tariff rates"; "preferential treatment"; "a preferential shop gives priority or advantage to union members in hiring or promoting"
a	00065488	0.75	0.25	disadvantageous#1	constituting a disadvantage
a	00065667	0	0.875	negative#9 minus#2	involving disadvantage or harm; "minus (or negative) factors"
a	00065791	0.625	0.25	adventurous#1 adventuresome#1	willing to undertake or seeking out new and daring enterprises; "adventurous pioneers"; "the risks and gains of an adventuresome economy"
a	00066146	0.375	0.125	venturous#1 venturesome#1 daring#1 audacious#3	disposed to venture or take risks; "audacious visions of the total conquest of space"; "an audacious interpretation of two Jacobean dramas"; "the most daring of contemporary fiction writers"; "a venturesome investor"; "a venturous spirit"
a	00066565	0.25	0.25	sporting#3	involving risk or willingness to take a risk; "a sporting chance"; "sporting blood"
a	00066703	0.375	0.25	swashbuckling#1 swaggering#2	flamboyantly adventurous
a	00066800	0.25	0.375	unadventurous#1	lacking in boldness
a	00066933	0	0	safe#2	(of an undertaking) secure from risk
a	00067038	0.625	0	advisable#1	worthy of being recommended or suggested; prudent or wise; "such action is neither necessary nor advisable"; "extreme caution is advisable"; "it is advisable to telephone first"
a	00067379	0.75	0	better#3 best#2	(comparative and superlative of `well') wiser or more advantageous and hence advisable; "it would be better to speak to him"; "the White House thought it best not to respond"
a	00067638	0.625	0	well#3	wise or advantageous and hence advisable; "it would be well to start early"
a	00067767	0.125	0.625	unadvisable#1 inadvisable#1	not prudent or wise; not recommended; "running on the ice is inadvisable"
a	00067966	0.5	0	well-advised#1 advised#1	having the benefit of careful prior consideration or counsel; "a well-advised delay in carrying out the plan"
a	00068180	0	0	considered#1	carefully weighed; "a considered opinion"
a	00068278	0	0.125	unadvised#1 ill-advised#1	without careful prior deliberation or counsel; "ill-advised efforts"; "it would be ill-advised to accept the offer"; "took the unadvised measure of going public with the accusations"
a	00068566	0	0	aerophilous#1 aerophilic#1 aerobic#1	depending on free oxygen or air; "aerobic fermentation"
a	00068738	0	0	aerobiotic#1	living or active only in the presence of oxygen; "aerobiotic bacteria"
